web-scraper-order,web-scraper-start-url,School Name,URL,State
"1647724905-655","https://searchenginesmarketer.com/company/resources/university-college-list/","Oakland City University","http://oak.edu","IN"
"1647724905-510","https://searchenginesmarketer.com/company/resources/university-college-list/","Grinnell College","http://grinnell.edu","IA"
"1647724905-176","https://searchenginesmarketer.com/company/resources/university-college-list/","Humphreys College","http://humphreys.edu","CA"
"1647724905-507","https://searchenginesmarketer.com/company/resources/university-college-list/","Drake University","http://drake.edu","IA"
"1647724905-1889","https://searchenginesmarketer.com/company/resources/university-college-list/","Cardinal Stritch University","http://stritch.edu","WI"
"1647724905-8","https://searchenginesmarketer.com/company/resources/university-college-list/","Auburn University","http://auburn.edu","AL"
"1647724905-1796","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Mary Washington","http://umw.edu","VA"
"1647724905-253","https://searchenginesmarketer.com/company/resources/university-college-list/","San Diego State University","http://sdsu.edu","CA"
"1647724905-1721","https://searchenginesmarketer.com/company/resources/university-college-list/","Texas Tech University","http://ttu.edu","TX"
"1647724905-58","https://searchenginesmarketer.com/company/resources/university-college-list/","Williams Baptist College","http://wbcoll.edu","AR"
"1647724905-984","https://searchenginesmarketer.com/company/resources/university-college-list/","Truman State University","http://truman.edu","MO"
"1647724905-1540","https://searchenginesmarketer.com/company/resources/university-college-list/","DeSales University","http://desales.edu","PA"
"1647724905-449","https://searchenginesmarketer.com/company/resources/university-college-list/","Carver College","http://carver.edu","GA"
"1647724905-675","https://searchenginesmarketer.com/company/resources/university-college-list/","Johnson County Community College","http://jccc.edu","KS"
"1647724905-1899","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Wisconsin Stevens Point","http://uwsp.edu","WI"
"1647724905-95","https://searchenginesmarketer.com/company/resources/university-college-list/","Berkeley City College","http://berkeleycitycollege.edu","CA"
"1647724905-379","https://searchenginesmarketer.com/company/resources/university-college-list/","Barry University","http://barry.edu","FL"
"1647724905-1912","https://searchenginesmarketer.com/company/resources/university-college-list/","Fairmont State University","http://fairmontstate.edu","WV"
"1647724905-887","https://searchenginesmarketer.com/company/resources/university-college-list/","Macomb Community College","http://macomb.edu","MI"
"1647724905-156","https://searchenginesmarketer.com/company/resources/university-college-list/","Foothill College","http://foothill.edu","CA"
"1647724905-1510","https://searchenginesmarketer.com/company/resources/university-college-list/","Reading Area Community College","http://racc.edu","PA"
"1647724905-1132","https://searchenginesmarketer.com/company/resources/university-college-list/","Burlington County College","http://bcc.edu","NJ"
"1647724905-727","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Louisiana at Monroe","http://ulm.edu","LA"
"1647724905-561","https://searchenginesmarketer.com/company/resources/university-college-list/","Illinois State University","http://illinoisstate.edu","IL"
"1647724905-672","https://searchenginesmarketer.com/company/resources/university-college-list/","Garden City Community College","http://gcccks.edu","KS"
"1647724905-1879","https://searchenginesmarketer.com/company/resources/university-college-list/","Milwaukee Area Technical College","http://matc.edu","WI"
"1647724905-1360","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Rio  Grande","http://rio.edu","OH"
"1647724905-1148","https://searchenginesmarketer.com/company/resources/university-college-list/","New Jersey Institute of Technology","http://njit.edu","NJ"
"1647724905-725","https://searchenginesmarketer.com/company/resources/university-college-list/","Southern University","http://subr.edu","LA"
"1647724905-1574","https://searchenginesmarketer.com/company/resources/university-college-list/","University of South Carolina","http://sc.edu","SC"
"1647724905-508","https://searchenginesmarketer.com/company/resources/university-college-list/","Divine Word College","http://dwci.edu","IA"
"1647724905-1567","https://searchenginesmarketer.com/company/resources/university-college-list/","Limestone College","http://limestone.edu","SC"
"1647724905-23","https://searchenginesmarketer.com/company/resources/university-college-list/","Southeastern Bible College","http://sebc.edu","AL"
"1647724905-1311","https://searchenginesmarketer.com/company/resources/university-college-list/","Yeshiva University","http://yu.edu","NY"
"1647724905-1380","https://searchenginesmarketer.com/company/resources/university-college-list/","Ohio State University","http://osu.edu","OH"
"1647724905-704","https://searchenginesmarketer.com/company/resources/university-college-list/","Northern Kentucky University","http://nku.edu","KY"
"1647724905-148","https://searchenginesmarketer.com/company/resources/university-college-list/","Dominican School of Philosophy and Theology","http://dspt.edu","CA"
"1647724905-1030","https://searchenginesmarketer.com/company/resources/university-college-list/","Central Piedmont Community College","http://cpcc.edu","NC"
"1647724905-539","https://searchenginesmarketer.com/company/resources/university-college-list/","Aurora University","http://aurora.edu","IL"
"1647724905-198","https://searchenginesmarketer.com/company/resources/university-college-list/","Long Beach City College","http://lbcc.edu","CA"
"1647724905-1924","https://searchenginesmarketer.com/company/resources/university-college-list/","Casper College","http://caspercollege.edu","WY"
"1647724905-170","https://searchenginesmarketer.com/company/resources/university-college-list/","Allan Hancock College","http://hancockcollege.edu","CA"
"1647724905-1240","https://searchenginesmarketer.com/company/resources/university-college-list/","The Jewish Theological Seminary","http://jtsa.edu","NY"
"1647724905-868","https://searchenginesmarketer.com/company/resources/university-college-list/","Davenport University","http://davenport.edu","MI"
"1647724905-227","https://searchenginesmarketer.com/company/resources/university-college-list/","Pepperdine University","http://pepperdine.edu","CA"
"1647724905-864","https://searchenginesmarketer.com/company/resources/university-college-list/","Calvin College","http://calvin.edu","MI"
"1647724905-59","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Arizona","http://arizona.edu","AZ"
"1647724905-1610","https://searchenginesmarketer.com/company/resources/university-college-list/","Johnson University","http://johnsonu.edu","TN"
"1647724905-196","https://searchenginesmarketer.com/company/resources/university-college-list/","University of La Verne","http://laverne.edu","CA"
"1647724905-1208","https://searchenginesmarketer.com/company/resources/university-college-list/","Cornell University","http://cornell.edu","NY"
"1647724905-1285","https://searchenginesmarketer.com/company/resources/university-college-list/","Sarah Lawrence College","http://slc.edu","NY"
"1647724905-85","https://searchenginesmarketer.com/company/resources/university-college-list/","Antioch University Los Angeles","http://antiochla.edu","CA"
"1647724905-1356","https://searchenginesmarketer.com/company/resources/university-college-list/","Ohio Northern University","http://onu.edu","OH"
"1647724905-313","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Colorado Boulder","http://colorado.edu","CO"
"1647724905-136","https://searchenginesmarketer.com/company/resources/university-college-list/","California State Polytechnic University Pomona","http://csupomona.edu","CA"
"1647724905-444","https://searchenginesmarketer.com/company/resources/university-college-list/","Albany Technical College","http://albanytech.edu","GA"
"1647724905-689","https://searchenginesmarketer.com/company/resources/university-college-list/","Asbury University","http://asbury.edu","KY"
"1647724905-1709","https://searchenginesmarketer.com/company/resources/university-college-list/","Texas A&M University","http://tamu.edu","TX"
"1647724905-1191","https://searchenginesmarketer.com/company/resources/university-college-list/","The American Musical and Dramatic Academy","http://amda.edu","NY"
"1647724905-1806","https://searchenginesmarketer.com/company/resources/university-college-list/","Virginia Polytechnic Institute and State University","http://vt.edu","VA"
"1647724905-1609","https://searchenginesmarketer.com/company/resources/university-college-list/","Hiwassee College","http://hiwassee.edu","TN"
"1647724905-716","https://searchenginesmarketer.com/company/resources/university-college-list/","Louisiana State University","http://lsu.edu","LA"
"1647724905-654","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Notre Dame","http://nd.edu","IN"
"1647724905-1010","https://searchenginesmarketer.com/company/resources/university-college-list/","Flathead Valley Community College","http://fvcc.edu","MT"
"1647724905-565","https://searchenginesmarketer.com/company/resources/university-college-list/","John A. Logan College","http://jalc.edu","IL"
"1647724905-1081","https://searchenginesmarketer.com/company/resources/university-college-list/","Wake Technical Community College","http://waketech.edu","NC"
"1647724905-786","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Massachusetts Dartmouth","http://umassd.edu","MA"
"1647724905-1742","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Texas Pan American","http://utpa.edu","TX"
"1647724905-372","https://searchenginesmarketer.com/company/resources/university-college-list/","Goldey-Beacom College","http://gbc.edu","DE"
"1647724905-526","https://searchenginesmarketer.com/company/resources/university-college-list/","Southwestern Community College","http://swcciowa.edu","IA"
"1647724905-1250","https://searchenginesmarketer.com/company/resources/university-college-list/","Mercy College","http://mercy.edu","NY"
"1647724905-681","https://searchenginesmarketer.com/company/resources/university-college-list/","Newman University","http://newmanu.edu","KS"
"1647724905-1057","https://searchenginesmarketer.com/company/resources/university-college-list/","Piedmont Community College","http://piedmontcc.edu","NC"
"1647724905-40","https://searchenginesmarketer.com/company/resources/university-college-list/","John Brown University","http://jbu.edu","AR"
"1647724905-1423","https://searchenginesmarketer.com/company/resources/university-college-list/","Pacific University Oregon","http://pacificu.edu","OR"
"1647724905-1729","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Houston Downtown","http://uhd.edu","TX"
"1647724905-937","https://searchenginesmarketer.com/company/resources/university-college-list/","South Central College","http://southcentral.edu","MN"
"1647724905-222","https://searchenginesmarketer.com/company/resources/university-college-list/","Occidental College","http://oxy.edu","CA"
"1647724905-1723","https://searchenginesmarketer.com/company/resources/university-college-list/","Texas Woman’s University","http://twu.edu","TX"
"1647724905-102","https://searchenginesmarketer.com/company/resources/university-college-list/","California Miramar University","http://calmu.edu","CA"
"1647724905-1138","https://searchenginesmarketer.com/company/resources/university-college-list/","Fairleigh Dickinson University","http://fdu.edu","NJ"
"1647724905-706","https://searchenginesmarketer.com/company/resources/university-college-list/","Saint Catharine College","http://sccky.edu","KY"
"1647724905-1117","https://searchenginesmarketer.com/company/resources/university-college-list/","Dartmouth College","http://dartmouth.edu","NH"
"1647724905-1247","https://searchenginesmarketer.com/company/resources/university-college-list/","Manhattan College","http://manhattan.edu","NY"
"1647724905-212","https://searchenginesmarketer.com/company/resources/university-college-list/","Mount San Jacinto College","http://msjc.edu","CA"
"1647724905-194","https://searchenginesmarketer.com/company/resources/university-college-list/","Laurus College","http://lauruscollege.edu","CA"
"1647724905-35","https://searchenginesmarketer.com/company/resources/university-college-list/","Arkansas Tech University","http://atu.edu","AR"
"1647724905-1756","https://searchenginesmarketer.com/company/resources/university-college-list/","Snow College","http://snow.edu","UT"
"1647724905-883","https://searchenginesmarketer.com/company/resources/university-college-list/","Lake Michigan College","http://lakemichigancollege.edu","MI"
"1647724905-650","https://searchenginesmarketer.com/company/resources/university-college-list/","Indiana University South Bend","http://iusb.edu","IN"
"1647724905-263","https://searchenginesmarketer.com/company/resources/university-college-list/","Santa Monica College","http://smc.edu","CA"
"1647724905-1664","https://searchenginesmarketer.com/company/resources/university-college-list/","Galveston College","http://gc.edu","TX"
"1647724905-1418","https://searchenginesmarketer.com/company/resources/university-college-list/","Linn-Benton Community College","http://linnbenton.edu","OR"
"1647724905-151","https://searchenginesmarketer.com/company/resources/university-college-list/","El Camino College","http://elcamino.edu","CA"
"1647724905-687","https://searchenginesmarketer.com/company/resources/university-college-list/","Washburn University School of Law","http://washburnlaw.edu","KS"
"1647724905-1769","https://searchenginesmarketer.com/company/resources/university-college-list/","Germanna Community College","http://germanna.edu","VA"
"1647724905-1525","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Pennsylvania","http://upenn.edu","PA"
"1647724905-223","https://searchenginesmarketer.com/company/resources/university-college-list/","University of the Pacific","http://pacific.edu","CA"
"1647724905-1576","https://searchenginesmarketer.com/company/resources/university-college-list/","Sinte Gleska University","http://sintegleska.edu","SC"
"1647724905-1732","https://searchenginesmarketer.com/company/resources/university-college-list/","University of North Texas","http://unt.edu","TX"
"1647724905-1783","https://searchenginesmarketer.com/company/resources/university-college-list/","Rappahannock Community College","http://rappahannock.edu","VA"
"1647724905-792","https://searchenginesmarketer.com/company/resources/university-college-list/","Wheaton College, Norton","http://wheatoncollege.edu","MA"
"1647724905-1238","https://searchenginesmarketer.com/company/resources/university-college-list/","Iona College","http://iona.edu","NY"
"1647724905-1633","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Tennessee Martin","http://utm.edu","TN"
"1647724905-1340","https://searchenginesmarketer.com/company/resources/university-college-list/","Kenyon College","http://kenyon.edu","OH"
"1647724905-1925","https://searchenginesmarketer.com/company/resources/university-college-list/","Central Wyoming College","http://cwc.edu","WY"
"1647724905-1916","https://searchenginesmarketer.com/company/resources/university-college-list/","Shepherd University","http://shepherd.edu","WV"
"1647724905-680","https://searchenginesmarketer.com/company/resources/university-college-list/","Neosho County Community College","http://neosho.edu","KS"
"1647724905-1146","https://searchenginesmarketer.com/company/resources/university-college-list/","Montclair State University","http://montclair.edu","NJ"
"1647724905-375","https://searchenginesmarketer.com/company/resources/university-college-list/","Wilmington University","http://wilmu.edu","DE"
"1647724905-535","https://searchenginesmarketer.com/company/resources/university-college-list/","College of Southern Idaho","http://csi.edu","ID"
"1647724905-496","https://searchenginesmarketer.com/company/resources/university-college-list/","Wiregrass Georgia Technical College","http://wiregrass.edu","GA"
"1647724905-742","https://searchenginesmarketer.com/company/resources/university-college-list/","Clark University","http://clarku.edu","MA"
"1647724905-1635","https://searchenginesmarketer.com/company/resources/university-college-list/","Union University","http://uu.edu","TN"
"1647724905-239","https://searchenginesmarketer.com/company/resources/university-college-list/","College of the Redwoods","http://redwoods.edu","CA"
"1647724905-1120","https://searchenginesmarketer.com/company/resources/university-college-list/","Keene State College","http://keene.edu","NH"
"1647724905-627","https://searchenginesmarketer.com/company/resources/university-college-list/","Anderson University","http://anderson.edu","IN"
"1647724905-1561","https://searchenginesmarketer.com/company/resources/university-college-list/","Columbia College South Carolina","http://columbiasc.edu","SC"
"1647724905-1895","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Wisconsin Milwaukee","http://uwm.edu","WI"
"1647724905-1256","https://searchenginesmarketer.com/company/resources/university-college-list/","Manhattanville College","http://mville.edu","NY"
"1647724905-1903","https://searchenginesmarketer.com/company/resources/university-college-list/","Waukesha County Technical College","http://wctc.edu","WI"
"1647724905-1789","https://searchenginesmarketer.com/company/resources/university-college-list/","Sentara College of Health Sciences","http://sentara.edu","VA"
"1647724905-1076","https://searchenginesmarketer.com/company/resources/university-college-list/","University of North Carolina Greensboro","http://uncg.edu","NC"
"1647724905-841","https://searchenginesmarketer.com/company/resources/university-college-list/","Central Maine Community College","http://cmcc.edu","ME"
"1647724905-81","https://searchenginesmarketer.com/company/resources/university-college-list/","Alliant International University","http://alliant.edu","CA"
"1647724905-1366","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Cincinnati","http://uc.edu","OH"
"1647724905-1714","https://searchenginesmarketer.com/company/resources/university-college-list/","Tarleton State University","http://tarleton.edu","TX"
"1647724905-752","https://searchenginesmarketer.com/company/resources/university-college-list/","Hampshire College","http://hampshire.edu","MA"
"1647724905-1443","https://searchenginesmarketer.com/company/resources/university-college-list/","Bucks County Community College","http://bucks.edu","PA"
"1647724905-37","https://searchenginesmarketer.com/company/resources/university-college-list/","Harding University","http://harding.edu","AR"
"1647724905-1584","https://searchenginesmarketer.com/company/resources/university-college-list/","York Technical College","http://yorktech.edu","SC"
"1647724905-209","https://searchenginesmarketer.com/company/resources/university-college-list/","Mills College","http://mills.edu","CA"
"1647724905-890","https://searchenginesmarketer.com/company/resources/university-college-list/","Michigan State University","http://msu.edu","MI"
"1647724905-516","https://searchenginesmarketer.com/company/resources/university-college-list/","Kaplan University","http://kaplanuniversity.edu","IA"
"1647724905-1361","https://searchenginesmarketer.com/company/resources/university-college-list/","Shawnee State University","http://shawnee.edu","OH"
"1647724905-964","https://searchenginesmarketer.com/company/resources/university-college-list/","Maryville University","http://maryville.edu","MO"
"1647724905-1275","https://searchenginesmarketer.com/company/resources/university-college-list/","Rochester Institute of Technology","http://rit.edu","NY"
"1647724905-1754","https://searchenginesmarketer.com/company/resources/university-college-list/","Dixie State University","http://dixie.edu","UT"
"1647724905-1857","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Puget Sound","http://pugetsound.edu","WA"
"1647724905-1417","https://searchenginesmarketer.com/company/resources/university-college-list/","Linfield College","http://linfield.edu","OR"
"1647724905-1601","https://searchenginesmarketer.com/company/resources/university-college-list/","Carson-Newman University","http://cn.edu","TN"
"1647724905-1513","https://searchenginesmarketer.com/company/resources/university-college-list/","Salus University","http://salus.edu","PA"
"1647724905-397","https://searchenginesmarketer.com/company/resources/university-college-list/","Florida State College at Jacksonville","http://fscj.edu","FL"
"1647724905-505","https://searchenginesmarketer.com/company/resources/university-college-list/","Des Moines Area Community College","http://dmacc.edu","IA"
"1647724905-621","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Illinois at Urbana-Champaign","http://illinois.edu","IL"
"1647724905-1785","https://searchenginesmarketer.com/company/resources/university-college-list/","Reynolds Community College","http://reynolds.edu","VA"
"1647724905-914","https://searchenginesmarketer.com/company/resources/university-college-list/","College of Saint Benedict, Saint John’s University","http://csbsju.edu","MN"
"1647724905-51","https://searchenginesmarketer.com/company/resources/university-college-list/","Southeast Arkansas College","http://seark.edu","AR"
"1647724905-1381","https://searchenginesmarketer.com/company/resources/university-college-list/","Cameron University","http://cameron.edu","OK"
"1647724905-291","https://searchenginesmarketer.com/company/resources/university-college-list/","Ventura College","http://venturacollege.edu","CA"
"1647724905-855","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Main at Augusta","http://uma.edu","ME"
"1647724905-307","https://searchenginesmarketer.com/company/resources/university-college-list/","Auraria Higher Education Center","http://ahec.edu","CO"
"1647724905-586","https://searchenginesmarketer.com/company/resources/university-college-list/","Morton College","http://morton.edu","IL"
"1647724905-285","https://searchenginesmarketer.com/company/resources/university-college-list/","University of California San Francisco","http://ucsf.edu","CA"
"1647724905-807","https://searchenginesmarketer.com/company/resources/university-college-list/","Frostburg State University","http://frostburg.edu","MD"
"1647724905-459","https://searchenginesmarketer.com/company/resources/university-college-list/","Emory University","http://emory.edu","GA"
"1647724905-1853","https://searchenginesmarketer.com/company/resources/university-college-list/","South Seattle College","http://southseattle.edu","WA"
"1647724905-1810","https://searchenginesmarketer.com/company/resources/university-college-list/","The College of William and Mary","http://wm.edu","VA"
"1647724905-1392","https://searchenginesmarketer.com/company/resources/university-college-list/","Oklahoma State University","http://okstate.edu","OK"
"1647724905-544","https://searchenginesmarketer.com/company/resources/university-college-list/","College of Lake County","http://clcillinois.edu","IL"
"1647724905-1553","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Rhode Island","http://uri.edu","RI"
"1647724905-1695","https://searchenginesmarketer.com/company/resources/university-college-list/","Schreiner University","http://schreiner.edu","TX"
"1647724905-1342","https://searchenginesmarketer.com/company/resources/university-college-list/","Lima Central Catholic High School","http://lcchs.edu","OH"
"1647724905-636","https://searchenginesmarketer.com/company/resources/university-college-list/","Grace College and Seminary","http://grace.edu","IN"
"1647724905-1800","https://searchenginesmarketer.com/company/resources/university-college-list/","Virgina Highlands Community College","http://vhcc.edu","VA"
"1647724905-769","https://searchenginesmarketer.com/company/resources/university-college-list/","Mount Holyoke College","http://mtholyoke.edu","MA"
"1647724905-707","https://searchenginesmarketer.com/company/resources/university-college-list/","Sullivan University","http://sullivan.edu","KY"
"1647724905-1456","https://searchenginesmarketer.com/company/resources/university-college-list/","Drexel University","http://drexel.edu","PA"
"1647724905-1114","https://searchenginesmarketer.com/company/resources/university-college-list/","Antioch University New England","http://antiochne.edu","NH"
"1647724905-1850","https://searchenginesmarketer.com/company/resources/university-college-list/","Shoreline Community College","http://shoreline.edu","WA"
"1647724905-1886","https://searchenginesmarketer.com/company/resources/university-college-list/","Northeast Wisconsin Technical College","http://nwtc.edu","WI"
"1647724905-1357","https://searchenginesmarketer.com/company/resources/university-college-list/","Otterbein University","http://otterbein.edu","OH"
"1647724905-1514","https://searchenginesmarketer.com/company/resources/university-college-list/","The University of Scranton","http://scranton.edu","PA"
"1647724905-998","https://searchenginesmarketer.com/company/resources/university-college-list/","Mississippi State University","http://mssstate.edu","MS"
"1647724905-580","https://searchenginesmarketer.com/company/resources/university-college-list/","Midwestern Career College","http://mccollege.edu","IL"
"1647724905-341","https://searchenginesmarketer.com/company/resources/university-college-list/","Eastern Connecticut State University","http://easternct.edu","CT"
"1647724905-1016","https://searchenginesmarketer.com/company/resources/university-college-list/","Montana University System","http://mus.edu","MT"
"1647724905-1179","https://searchenginesmarketer.com/company/resources/university-college-list/","University of the Southwest","http://usw.edu","NM"
"1647724905-1727","https://searchenginesmarketer.com/company/resources/university-college-list/","Universty of Houston","http://uh.edu","TX"
"1647724905-75","https://searchenginesmarketer.com/company/resources/university-college-list/","South Mountain Community College","http://southmountaincc.edu","AZ"
"1647724905-1763","https://searchenginesmarketer.com/company/resources/university-college-list/","Christendom College","http://christendom.edu","VA"
"1647724905-363","https://searchenginesmarketer.com/company/resources/university-college-list/","Gallaudet University","http://gallaudet.edu","DC"
"1647724905-844","https://searchenginesmarketer.com/company/resources/university-college-list/","Husson University","http://husson.edu","ME"
"1647724905-1717","https://searchenginesmarketer.com/company/resources/university-college-list/","Tyler Junior College","http://tjc.edu","TX"
"1647724905-1001","https://searchenginesmarketer.com/company/resources/university-college-list/","Pearl River Community College","http://prcc.edu","MS"
"1647724905-52","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Arkansas Community College Batesville","http://uaccb.edu","AR"
"1647724905-1550","https://searchenginesmarketer.com/company/resources/university-college-list/","Rhode Island College","http://ric.edu","RI"
"1647724905-1803","https://searchenginesmarketer.com/company/resources/university-college-list/","Virginia Western Community College","http://virginiawestern.edu","VA"
"1647724905-1405","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Science and Arts of Oklahoma","http://usao.edu","OK"
"1647724905-1049","https://searchenginesmarketer.com/company/resources/university-college-list/","The University of Mount Olive","http://umo.edu","NC"
"1647724905-1739","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Texas Health Science Center Houston","http://uth.edu","TX"
"1647724905-834","https://searchenginesmarketer.com/company/resources/university-college-list/","University System of Maryland","http://usmd.edu","MD"
"1647724905-1072","https://searchenginesmarketer.com/company/resources/university-college-list/","Saint Augustine’s University","http://st-aug.edu","NC"
"1647724905-1308","https://searchenginesmarketer.com/company/resources/university-college-list/","Vassar College","http://vassar.edu","NY"
"1647724905-123","https://searchenginesmarketer.com/company/resources/university-college-list/","College of the Desert","http://collegeofthedesert.edu","CA"
"1647724905-398","https://searchenginesmarketer.com/company/resources/university-college-list/","Florida State University","http://fsu.edu","FL"
"1647724905-283","https://searchenginesmarketer.com/company/resources/university-college-list/","University of California Santa Cruz Silicon Valley Extension","http://ucsc-extension.edu","CA"
"1647724905-183","https://searchenginesmarketer.com/company/resources/university-college-list/","Keck Graduate Institute","http://kgi.edu","CA"
"1647724905-927","https://searchenginesmarketer.com/company/resources/university-college-list/","Mesabi Range College","http://mesabirange.edu","MN"
"1647724905-200","https://searchenginesmarketer.com/company/resources/university-college-list/","Loma Linda University","http://llu.edu","CA"
"1647724905-789","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Massachusetts Boston","http://umb.edu","MA"
"1647724905-979","https://searchenginesmarketer.com/company/resources/university-college-list/","South Central Career Center","http://scccwp.edu","MO"
"1647724905-105","https://searchenginesmarketer.com/company/resources/university-college-list/","California Institute of Technology","http://caltech.edu","CA"
"1647724905-1290","https://searchenginesmarketer.com/company/resources/university-college-list/","Stony Brook Medicine","http://stonybrookmedicine.edu","NY"
"1647724905-384","https://searchenginesmarketer.com/company/resources/university-college-list/","Dade Medical College","http://dadmedical.edu","FL"
"1647724905-1268","https://searchenginesmarketer.com/company/resources/university-college-list/","State University of New York at Oswego","http://oswego.edu","NY"
"1647724905-175","https://searchenginesmarketer.com/company/resources/university-college-list/","Humboldt State University","http://humboldt.edu","CA"
"1647724905-595","https://searchenginesmarketer.com/company/resources/university-college-list/","Parkland College","http://parkland.edu","IL"
"1647724905-1337","https://searchenginesmarketer.com/company/resources/university-college-list/","John Carroll University","http://jcu.edu","OH"
"1647724905-1844","https://searchenginesmarketer.com/company/resources/university-college-list/","Peninsula College","http://pencol.edu","WA"
"1647724905-671","https://searchenginesmarketer.com/company/resources/university-college-list/","Fort Scott Community College","http://fortscott.edu","KS"
"1647724905-1469","https://searchenginesmarketer.com/company/resources/university-college-list/","Haverford College","http://haverford.edu","PA"
"1647724905-691","https://searchenginesmarketer.com/company/resources/university-college-list/","Berea College","http://berea.edu","KY"
"1647724905-1503","https://searchenginesmarketer.com/company/resources/university-college-list/","Northampton Community College","http://northampton.edu","PA"
"1647724905-465","https://searchenginesmarketer.com/company/resources/university-college-list/","Georgia Regents University Augusta","http://gru.edu","GA"
"1647724905-854","https://searchenginesmarketer.com/company/resources/university-college-list/","York County Community College","http://yccc.edu","ME"
"1647724905-955","https://searchenginesmarketer.com/company/resources/university-college-list/","Evangel University","http://evangel.edu","MO"
"1647724905-1896","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Wisconsin Oshkosh","http://uwosh.edu","WI"
"1647724905-1139","https://searchenginesmarketer.com/company/resources/university-college-list/","Felician College","http://felician.edu","NJ"
"1647724905-1050","https://searchenginesmarketer.com/company/resources/university-college-list/","Montgomery Community College","http://montgomery.edu","NC"
"1647724905-252","https://searchenginesmarketer.com/company/resources/university-college-list/","San Diego Mesa College","http://sdmesa.edu","CA"
"1647724905-1854","https://searchenginesmarketer.com/company/resources/university-college-list/","Spokane Falls Community College","http://spokanefalls.edu","WA"
"1647724905-1415","https://searchenginesmarketer.com/company/resources/university-college-list/","Lane Community College","http://lanecc.edu","OR"
"1647724905-272","https://searchenginesmarketer.com/company/resources/university-college-list/","University of California Davis","http://ucdavis.edu","CA"
"1647724905-1333","https://searchenginesmarketer.com/company/resources/university-college-list/","Franklin University","http://franklin.edu","OH"
"1647724905-1425","https://searchenginesmarketer.com/company/resources/university-college-list/","Portland State University","http://pdx.edu","OR"
"1647724905-1082","https://searchenginesmarketer.com/company/resources/university-college-list/","Warren Wilson College","http://warren-wilson.edu","NC"
"1647724905-936","https://searchenginesmarketer.com/company/resources/university-college-list/","Saint Mary’s University of Minnesota","http://smumn.edu","MN"
"1647724905-1740","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Texas Health Science Center San Antonio","http://uthscsa.edu","TX"
"1647724905-710","https://searchenginesmarketer.com/company/resources/university-college-list/","Bossier Parish Community College","http://bpcc.edu","LA"
"1647724905-898","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Detroit Mercy","http://udmercy.edu","MI"
"1647724905-426","https://searchenginesmarketer.com/company/resources/university-college-list/","Space Coast Health Institute","http://spacecoast.edu","FL"
"1647724905-549","https://searchenginesmarketer.com/company/resources/university-college-list/","Dominican University","http://dom.edu","IL"
"1647724905-1559","https://searchenginesmarketer.com/company/resources/university-college-list/","College of Charleston","http://cofc.edu","SC"
"1647724905-84","https://searchenginesmarketer.com/company/resources/university-college-list/","Angeles College","http://angelescollege.edu","CA"
"1647724905-1541","https://searchenginesmarketer.com/company/resources/university-college-list/","Lancaster Bible College","http://lbc.edu","PA"
"1647724905-1352","https://searchenginesmarketer.com/company/resources/university-college-list/","Oberlin College and Conservatory","http://oberlin.edu","OH"
"1647724905-1382","https://searchenginesmarketer.com/company/resources/university-college-list/","Connors State College","http://connorsstate.edu","OK"
"1647724905-1276","https://searchenginesmarketer.com/company/resources/university-college-list/","Roberts Wesleyan College","http://roberts.edu","NY"
"1647724905-467","https://searchenginesmarketer.com/company/resources/university-college-list/","Georgia South Western State University","http://gsw.edu","GA"
"1647724905-1451","https://searchenginesmarketer.com/company/resources/university-college-list/","Clarion University","http://clarion.edu","PA"
"1647724905-433","https://searchenginesmarketer.com/company/resources/university-college-list/","University of Florida","http://ufl.edu","FL"
"1647724905-273","https://searchenginesmarketer.com/company/resources/university-college-list/","University of California Hastings College of the Law","http://uchastings.edu","CA"
"1647724905-1338","https://searchenginesmarketer.com/company/resources/university-college-list/","Kettering College","http://kc.edu","OH"
"1647724905-1811","https://searchenginesmarketer.com/company/resources/university-college-list/","Castleton State College of Vermont","http://castleton.edu","VT"
